DateTime,TemperatureC,Group
11/22/2021 17:59,0.1,5_1_2_U
11/22/2021 18:29,-0.4,5_1_2_U
11/22/2021 18:59,-0.4,5_1_2_U
11/22/2021 19:29,-0.9,5_1_2_U
11/22/2021 19:59,-0.9,5_1_2_U
11/22/2021 20:29,-0.9,5_1_2_U
11/22/2021 20:59,-0.9,5_1_2_U
11/22/2021 21:29,-1.5,5_1_2_U
11/22/2021 21:59,-2,5_1_2_U
11/22/2021 22:29,-2,5_1_2_U
11/22/2021 22:59,-2,5_1_2_U
11/22/2021 23:29,-2,5_1_2_U
11/22/2021 23:59,-2,5_1_2_U
11/23/2021 0:29,-2,5_1_2_U
11/23/2021 0:59,-2.5,5_1_2_U
11/23/2021 1:29,-2.5,5_1_2_U
11/23/2021 1:59,-2,5_1_2_U
11/23/2021 2:29,-2,5_1_2_U
11/23/2021 2:59,-1.5,5_1_2_U
11/23/2021 3:29,-2,5_1_2_U
11/23/2021 3:59,-2,5_1_2_U
11/23/2021 4:29,-2,5_1_2_U
11/23/2021 4:59,-2,5_1_2_U
11/23/2021 5:29,-2.5,5_1_2_U
11/23/2021 5:59,-3,5_1_2_U
11/23/2021 6:29,-3,5_1_2_U
11/23/2021 6:59,-3,5_1_2_U
11/23/2021 7:29,-2.5,5_1_2_U
11/23/2021 7:59,-3,5_1_2_U
11/23/2021 8:29,-2,5_1_2_U
11/23/2021 8:59,-1.5,5_1_2_U
11/23/2021 9:29,-2.5,5_1_2_U
11/23/2021 9:59,-2.5,5_1_2_U
11/23/2021 10:29,-2,5_1_2_U
11/23/2021 10:59,-2,5_1_2_U
11/23/2021 11:29,-1.5,5_1_2_U
11/23/2021 11:59,-2.5,5_1_2_U
11/23/2021 12:29,-2.5,5_1_2_U
11/23/2021 12:59,-2,5_1_2_U
11/23/2021 13:29,-2.5,5_1_2_U
11/23/2021 13:59,-3,5_1_2_U
11/23/2021 14:29,-3.5,5_1_2_U
11/23/2021 14:59,-3.5,5_1_2_U
11/23/2021 15:29,-4,5_1_2_U
11/23/2021 15:59,-4,5_1_2_U
11/23/2021 16:29,-4,5_1_2_U
11/23/2021 16:59,-4,5_1_2_U
11/23/2021 17:29,-4,5_1_2_U
11/23/2021 17:59,-4,5_1_2_U
11/23/2021 18:29,-4,5_1_2_U
11/23/2021 18:59,-4,5_1_2_U
11/23/2021 19:29,-4,5_1_2_U
11/23/2021 19:59,-4,5_1_2_U
11/23/2021 20:29,-4.5,5_1_2_U
11/23/2021 20:59,-4.5,5_1_2_U
11/23/2021 21:29,-4.5,5_1_2_U
11/23/2021 21:59,-4.5,5_1_2_U
11/23/2021 22:29,-4.5,5_1_2_U
11/23/2021 22:59,-4.5,5_1_2_U
11/23/2021 23:29,-5,5_1_2_U
11/23/2021 23:59,-4.5,5_1_2_U
11/24/2021 0:29,-4.5,5_1_2_U
11/24/2021 0:59,-4.5,5_1_2_U
11/24/2021 1:29,-4.5,5_1_2_U
11/24/2021 1:59,-4.5,5_1_2_U
11/24/2021 2:29,-4.5,5_1_2_U
11/24/2021 2:59,-4.5,5_1_2_U
11/24/2021 3:29,-5,5_1_2_U
11/24/2021 3:59,-5,5_1_2_U
11/24/2021 4:29,-5,5_1_2_U
11/24/2021 4:59,-5.5,5_1_2_U
11/24/2021 5:29,-6,5_1_2_U
11/24/2021 5:59,-6,5_1_2_U
11/24/2021 6:29,-6.5,5_1_2_U
11/24/2021 6:59,-6,5_1_2_U
11/24/2021 7:29,-6,5_1_2_U
11/24/2021 7:59,-5,5_1_2_U
11/24/2021 8:29,-4,5_1_2_U
11/24/2021 8:59,-3,5_1_2_U
11/24/2021 9:29,-1.5,5_1_2_U
11/24/2021 9:59,-0.4,5_1_2_U
11/24/2021 10:29,0.1,5_1_2_U
11/24/2021 10:59,0.6,5_1_2_U
11/24/2021 11:29,1.6,5_1_2_U
11/24/2021 11:59,3.1,5_1_2_U
11/24/2021 12:29,2.1,5_1_2_U
11/24/2021 12:59,7.1,5_1_2_U
11/24/2021 13:29,3.6,5_1_2_U
11/24/2021 13:59,4.1,5_1_2_U
11/24/2021 14:29,3.1,5_1_2_U
11/24/2021 14:59,0.6,5_1_2_U
11/24/2021 15:29,-0.4,5_1_2_U
11/24/2021 15:59,-0.9,5_1_2_U
11/24/2021 16:29,-0.9,5_1_2_U
11/24/2021 16:59,-1.5,5_1_2_U
11/24/2021 17:29,-1.5,5_1_2_U
11/24/2021 17:59,-2,5_1_2_U
11/24/2021 18:29,-2,5_1_2_U
11/24/2021 18:59,-2.5,5_1_2_U
11/24/2021 19:29,-2.5,5_1_2_U
11/24/2021 19:59,-2.5,5_1_2_U
11/24/2021 20:29,-2.5,5_1_2_U
11/24/2021 20:59,-3,5_1_2_U
11/24/2021 21:29,-3,5_1_2_U
11/24/2021 21:59,-3.5,5_1_2_U
11/24/2021 22:29,-3.5,5_1_2_U
11/24/2021 22:59,-4,5_1_2_U
11/24/2021 23:29,-4,5_1_2_U
11/24/2021 23:59,-3.5,5_1_2_U
11/25/2021 0:29,-3.5,5_1_2_U
11/25/2021 0:59,-4,5_1_2_U
11/25/2021 1:29,-4,5_1_2_U
11/25/2021 1:59,-4.5,5_1_2_U
11/25/2021 2:29,-4.5,5_1_2_U
11/25/2021 2:59,-5,5_1_2_U
11/25/2021 3:29,-5,5_1_2_U
11/25/2021 3:59,-5,5_1_2_U
11/25/2021 4:29,-5,5_1_2_U
11/25/2021 4:59,-5,5_1_2_U
11/25/2021 5:29,-5,5_1_2_U
11/25/2021 5:59,-4.5,5_1_2_U
11/25/2021 6:29,-4,5_1_2_U
11/25/2021 6:59,-4,5_1_2_U
11/25/2021 7:29,-2.5,5_1_2_U
11/25/2021 7:59,-2,5_1_2_U
11/25/2021 8:29,-2,5_1_2_U
11/25/2021 8:59,-1.5,5_1_2_U
11/25/2021 9:29,-0.9,5_1_2_U
11/25/2021 9:59,0.1,5_1_2_U
11/25/2021 10:29,1.1,5_1_2_U
11/25/2021 10:59,1.1,5_1_2_U
11/25/2021 11:29,2.6,5_1_2_U
11/25/2021 11:59,3.1,5_1_2_U
11/25/2021 12:29,3.1,5_1_2_U
11/25/2021 12:59,3.1,5_1_2_U
11/25/2021 13:29,3.1,5_1_2_U
11/25/2021 13:59,3.1,5_1_2_U
11/25/2021 14:29,3.1,5_1_2_U
11/25/2021 14:59,2.6,5_1_2_U
11/25/2021 15:29,2.1,5_1_2_U
11/25/2021 15:59,2.1,5_1_2_U
11/25/2021 16:29,1.6,5_1_2_U
11/25/2021 16:59,1.1,5_1_2_U
11/25/2021 17:29,1.1,5_1_2_U
11/25/2021 17:59,1.1,5_1_2_U
11/25/2021 18:29,1.1,5_1_2_U
11/25/2021 18:59,1.1,5_1_2_U
11/25/2021 19:29,1.1,5_1_2_U
11/25/2021 19:59,1.1,5_1_2_U
11/25/2021 20:29,1.1,5_1_2_U
11/25/2021 20:59,1.1,5_1_2_U
11/25/2021 21:29,1.1,5_1_2_U
11/25/2021 21:59,0.6,5_1_2_U
11/25/2021 22:29,0.6,5_1_2_U
11/25/2021 22:59,0.1,5_1_2_U
11/25/2021 23:29,0.1,5_1_2_U
11/25/2021 23:59,0.1,5_1_2_U
11/26/2021 0:29,0.1,5_1_2_U
11/26/2021 0:59,0.1,5_1_2_U
11/26/2021 1:29,0.1,5_1_2_U
11/26/2021 1:59,0.1,5_1_2_U
11/26/2021 2:29,0.1,5_1_2_U
11/26/2021 2:59,0.6,5_1_2_U
11/26/2021 3:29,0.1,5_1_2_U
11/26/2021 3:59,0.6,5_1_2_U
11/26/2021 4:29,0.6,5_1_2_U
11/26/2021 4:59,0.6,5_1_2_U
11/26/2021 5:29,0.6,5_1_2_U
11/26/2021 5:59,0.6,5_1_2_U
11/26/2021 6:29,0.6,5_1_2_U
11/26/2021 6:59,0.6,5_1_2_U
11/26/2021 7:29,1.1,5_1_2_U
11/26/2021 7:59,1.6,5_1_2_U
11/26/2021 8:29,1.6,5_1_2_U
11/26/2021 8:59,1.6,5_1_2_U
11/26/2021 9:29,1.6,5_1_2_U
11/26/2021 9:59,2.1,5_1_2_U
11/26/2021 10:29,2.1,5_1_2_U
11/26/2021 10:59,2.6,5_1_2_U
11/26/2021 11:29,3.1,5_1_2_U
11/26/2021 11:59,3.6,5_1_2_U
11/26/2021 12:29,3.1,5_1_2_U
11/26/2021 12:59,2.6,5_1_2_U
11/26/2021 13:29,2.1,5_1_2_U
11/26/2021 13:59,1.6,5_1_2_U
11/26/2021 14:29,1.1,5_1_2_U
11/26/2021 14:59,0.6,5_1_2_U
11/26/2021 15:29,0.1,5_1_2_U
11/26/2021 15:59,0.1,5_1_2_U
11/26/2021 16:29,0.1,5_1_2_U
11/26/2021 16:59,0.1,5_1_2_U
11/26/2021 17:29,0.1,5_1_2_U
11/26/2021 17:59,0.1,5_1_2_U
11/26/2021 18:29,0.1,5_1_2_U
11/26/2021 18:59,0.1,5_1_2_U
11/26/2021 19:29,0.1,5_1_2_U
11/26/2021 19:59,0.1,5_1_2_U
11/26/2021 20:29,-0.4,5_1_2_U
11/26/2021 20:59,-0.4,5_1_2_U
11/26/2021 21:29,-0.9,5_1_2_U
11/26/2021 21:59,-0.9,5_1_2_U
11/26/2021 22:29,-0.9,5_1_2_U
11/26/2021 22:59,-1.5,5_1_2_U
11/26/2021 23:29,-1.5,5_1_2_U
11/26/2021 23:59,-2,5_1_2_U
11/27/2021 0:29,-2,5_1_2_U
11/27/2021 0:59,-2.5,5_1_2_U
11/27/2021 1:29,-2.5,5_1_2_U
11/27/2021 1:59,-2.5,5_1_2_U
11/27/2021 2:29,-3,5_1_2_U
11/27/2021 2:59,-3,5_1_2_U
11/27/2021 3:29,-3,5_1_2_U
11/27/2021 3:59,-3.5,5_1_2_U
11/27/2021 4:29,-3.5,5_1_2_U
11/27/2021 4:59,-3.5,5_1_2_U
11/27/2021 5:29,-3.5,5_1_2_U
11/27/2021 5:59,-4,5_1_2_U
11/27/2021 6:29,-4,5_1_2_U
11/27/2021 6:59,-4,5_1_2_U
11/27/2021 7:29,-4,5_1_2_U
11/27/2021 7:59,-3.5,5_1_2_U
11/27/2021 8:29,-3.5,5_1_2_U
11/27/2021 8:59,-4,5_1_2_U
11/27/2021 9:29,-4,5_1_2_U
11/27/2021 9:59,-3.5,5_1_2_U
11/27/2021 10:29,-3,5_1_2_U
11/27/2021 10:59,-2,5_1_2_U
11/27/2021 11:29,-1.5,5_1_2_U
11/27/2021 11:59,-1.5,5_1_2_U
11/27/2021 12:29,-1.5,5_1_2_U
11/27/2021 12:59,-2.5,5_1_2_U
11/27/2021 13:29,-2.5,5_1_2_U
11/27/2021 13:59,-2.5,5_1_2_U
11/27/2021 14:29,-2.5,5_1_2_U
11/27/2021 14:59,-3,5_1_2_U
11/27/2021 15:29,-4,5_1_2_U
11/27/2021 15:59,-4.5,5_1_2_U
11/27/2021 16:29,-4.5,5_1_2_U
11/27/2021 16:59,-4.5,5_1_2_U
11/27/2021 17:29,-4.5,5_1_2_U
11/27/2021 17:59,-4.5,5_1_2_U
11/27/2021 18:29,-4.5,5_1_2_U
11/27/2021 18:59,-4.5,5_1_2_U
11/27/2021 19:29,-4.5,5_1_2_U
11/27/2021 19:59,-5,5_1_2_U
11/27/2021 20:29,-5.5,5_1_2_U
11/27/2021 20:59,-5.5,5_1_2_U
11/27/2021 21:29,-6,5_1_2_U
11/27/2021 21:59,-6.5,5_1_2_U
11/27/2021 22:29,-6.5,5_1_2_U
11/27/2021 22:59,-6.5,5_1_2_U
11/27/2021 23:29,-7,5_1_2_U
11/27/2021 23:59,-7,5_1_2_U
11/28/2021 0:29,-7,5_1_2_U
11/28/2021 0:59,-7,5_1_2_U
11/28/2021 1:29,-7,5_1_2_U
11/28/2021 1:59,-7,5_1_2_U
11/28/2021 2:29,-7.5,5_1_2_U
11/28/2021 2:59,-7.5,5_1_2_U
11/28/2021 3:29,-8,5_1_2_U
11/28/2021 3:59,-8.5,5_1_2_U
11/28/2021 4:29,-8.5,5_1_2_U
11/28/2021 4:59,-8.5,5_1_2_U
11/28/2021 5:29,-8.5,5_1_2_U
11/28/2021 5:59,-9,5_1_2_U
11/28/2021 6:29,-9.5,5_1_2_U
11/28/2021 6:59,-9.5,5_1_2_U
11/28/2021 7:29,-9,5_1_2_U
11/28/2021 7:59,-8.5,5_1_2_U
11/28/2021 8:29,-7.5,5_1_2_U
11/28/2021 8:59,-7,5_1_2_U
11/28/2021 9:29,-6,5_1_2_U
11/28/2021 9:59,-4,5_1_2_U
11/28/2021 10:29,-2.5,5_1_2_U
11/28/2021 10:59,-2,5_1_2_U
11/28/2021 11:29,-1.5,5_1_2_U
11/28/2021 11:59,-0.9,5_1_2_U
11/28/2021 12:29,-0.4,5_1_2_U
11/28/2021 12:59,-0.9,5_1_2_U
11/28/2021 13:29,-0.9,5_1_2_U
11/28/2021 13:59,-1.5,5_1_2_U
11/28/2021 14:29,-1.5,5_1_2_U
11/28/2021 14:59,-2.5,5_1_2_U
11/28/2021 15:29,-3,5_1_2_U
11/28/2021 15:59,-3.5,5_1_2_U
11/28/2021 16:29,-3.5,5_1_2_U
11/28/2021 16:59,-3.5,5_1_2_U
11/28/2021 17:29,-3.5,5_1_2_U
11/28/2021 17:59,-4,5_1_2_U
11/28/2021 18:29,-4,5_1_2_U
11/28/2021 18:59,-4,5_1_2_U
11/28/2021 19:29,-4,5_1_2_U
11/28/2021 19:59,-4,5_1_2_U
11/28/2021 20:29,-4,5_1_2_U
11/28/2021 20:59,-4,5_1_2_U
11/28/2021 21:29,-4,5_1_2_U
11/28/2021 21:59,-4,5_1_2_U
11/28/2021 22:29,-4,5_1_2_U
11/28/2021 22:59,-4,5_1_2_U
11/28/2021 23:29,-4.5,5_1_2_U
11/28/2021 23:59,-4.5,5_1_2_U
11/29/2021 0:29,-5,5_1_2_U
11/29/2021 0:59,-4.5,5_1_2_U
11/29/2021 1:29,-4.5,5_1_2_U
11/29/2021 1:59,-5,5_1_2_U
11/29/2021 2:29,-5,5_1_2_U
11/29/2021 2:59,-5,5_1_2_U
11/29/2021 3:29,-5.5,5_1_2_U
11/29/2021 3:59,-6,5_1_2_U
11/29/2021 4:29,-6,5_1_2_U
11/29/2021 4:59,-6.5,5_1_2_U
11/29/2021 5:29,-7,5_1_2_U
11/29/2021 5:59,-7,5_1_2_U
11/29/2021 6:29,-7,5_1_2_U
11/29/2021 6:59,-7,5_1_2_U
11/29/2021 7:29,-7.5,5_1_2_U
11/29/2021 7:59,-7,5_1_2_U
11/29/2021 8:29,-6,5_1_2_U
11/29/2021 8:59,-5,5_1_2_U
11/29/2021 9:29,-3.5,5_1_2_U
11/29/2021 9:59,-2,5_1_2_U
11/29/2021 10:29,-2.5,5_1_2_U
11/29/2021 10:59,-2.5,5_1_2_U
11/29/2021 11:29,-1.5,5_1_2_U
11/29/2021 11:59,-0.4,5_1_2_U
11/29/2021 12:29,-1.5,5_1_2_U
11/29/2021 12:59,-1.5,5_1_2_U
11/29/2021 13:29,-2.5,5_1_2_U
11/29/2021 13:59,-3,5_1_2_U
11/29/2021 14:29,-3,5_1_2_U
11/29/2021 14:59,-4.5,5_1_2_U
11/29/2021 15:29,-5.5,5_1_2_U
11/29/2021 15:59,-6,5_1_2_U
11/29/2021 16:29,-7,5_1_2_U
11/29/2021 16:59,-7,5_1_2_U
11/29/2021 17:29,-7.5,5_1_2_U
11/29/2021 17:59,-8,5_1_2_U
11/29/2021 18:29,-8,5_1_2_U
11/29/2021 18:59,-8.5,5_1_2_U
11/29/2021 19:29,-8.5,5_1_2_U
11/29/2021 19:59,-8,5_1_2_U
11/29/2021 20:29,-8,5_1_2_U
11/29/2021 20:59,-8,5_1_2_U
11/29/2021 21:29,-7.5,5_1_2_U
11/29/2021 21:59,-8,5_1_2_U
11/29/2021 22:29,-8.5,5_1_2_U
11/29/2021 22:59,-8.5,5_1_2_U
11/29/2021 23:29,-8.5,5_1_2_U
11/29/2021 23:59,-8.5,5_1_2_U
11/30/2021 0:29,-8.5,5_1_2_U
11/30/2021 0:59,-8.5,5_1_2_U
11/30/2021 1:29,-8,5_1_2_U
11/30/2021 1:59,-7.5,5_1_2_U
11/30/2021 2:29,-7.5,5_1_2_U
11/30/2021 2:59,-7,5_1_2_U
11/30/2021 3:29,-7,5_1_2_U
11/30/2021 3:59,-7,5_1_2_U
11/30/2021 4:29,-6.5,5_1_2_U
11/30/2021 4:59,-6.5,5_1_2_U
11/30/2021 5:29,-6.5,5_1_2_U
11/30/2021 5:59,-6,5_1_2_U
11/30/2021 6:29,-6,5_1_2_U
11/30/2021 6:59,-5.5,5_1_2_U
11/30/2021 7:29,-4.5,5_1_2_U
11/30/2021 7:59,-3.5,5_1_2_U
11/30/2021 8:29,-3,5_1_2_U
11/30/2021 8:59,-2,5_1_2_U
11/30/2021 9:29,-1.5,5_1_2_U
11/30/2021 9:59,-0.9,5_1_2_U
11/30/2021 10:29,-0.4,5_1_2_U
11/30/2021 10:59,-0.4,5_1_2_U
11/30/2021 11:29,-0.4,5_1_2_U
11/30/2021 11:59,0.1,5_1_2_U
11/30/2021 12:29,0.6,5_1_2_U
11/30/2021 12:59,-0.4,5_1_2_U
11/30/2021 13:29,1.6,5_1_2_U
11/30/2021 13:59,0.6,5_1_2_U
11/30/2021 14:29,-0.9,5_1_2_U
11/30/2021 14:59,-1.5,5_1_2_U
11/30/2021 15:29,-2,5_1_2_U
11/30/2021 15:59,-2.5,5_1_2_U
11/30/2021 16:29,-2.5,5_1_2_U
11/30/2021 16:59,-2,5_1_2_U
11/30/2021 17:29,-2,5_1_2_U
11/30/2021 17:59,-2,5_1_2_U
11/30/2021 18:29,-2,5_1_2_U
11/30/2021 18:59,-2,5_1_2_U
11/30/2021 19:29,-2,5_1_2_U
11/30/2021 19:59,-2,5_1_2_U
11/30/2021 20:29,-2,5_1_2_U
11/30/2021 20:59,-2,5_1_2_U
11/30/2021 21:29,-2,5_1_2_U
11/30/2021 21:59,-2,5_1_2_U
11/30/2021 22:29,-2,5_1_2_U
11/30/2021 22:59,-1.5,5_1_2_U
11/30/2021 23:29,-1.5,5_1_2_U
11/30/2021 23:59,-1.5,5_1_2_U
12/1/2021 0:29,-0.9,5_1_2_U
12/1/2021 0:59,-0.9,5_1_2_U
12/1/2021 1:29,-0.9,5_1_2_U
12/1/2021 1:59,-0.9,5_1_2_U
12/1/2021 2:29,-0.4,5_1_2_U
12/1/2021 2:59,-0.4,5_1_2_U
12/1/2021 3:29,-0.4,5_1_2_U
12/1/2021 3:59,-0.4,5_1_2_U
12/1/2021 4:29,0.1,5_1_2_U
12/1/2021 4:59,-0.4,5_1_2_U
12/1/2021 5:29,-0.4,5_1_2_U
12/1/2021 5:59,-0.4,5_1_2_U
12/1/2021 6:29,0.1,5_1_2_U
